,Date,Event Type,Actor 1,Actor 1 Ally,Actor 1 Type,Actor 2,Actor 2 Ally,Actor 2 Type,Interaction Type,Country,Location,Latitude,Longitude,Source,Notes,Fatalities
9263,2017-06-06,Riots/Protests,Protesters (South Africa),ANC: African National Congress; DA: Democratic Alliance,Protesters,,,NA,Sole protester action,South Africa,Springs,-26.25,28.4,Sowetan (South Africa),"Outside the Springs Magistrate's Court,  protests were held by angry residents, ANC and DA supporters.",0
9264,2017-06-06,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Welkom,-27.98333,26.73333,Sunday Times (South Africa),Parents staged a picket after a teacher was fired plagiarism claim in Welkom.,0
9265,2017-06-07,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Milnerton,-33.866240000000005,18.5297,GroundUp,Dozens of parents demonstrated outside Khozi Primary School in Joe Slovo Park near Milnerton after the Western Cape Education Department (WCED) executed an interdict to remove the makeshift school.,0
9266,2017-06-07,Riots/Protests,Protesters (South Africa),"NEHAWU: National Education, Health and Allied Workers Union",Protesters,,,NA,Sole protester action,South Africa,Pietermaritzburg,-29.616670000000003,30.383329999999997,The Times (South Africa),"Members of the National Health Education and Allied Workers Union, and some Pietermaritzburg Girls' High School alumni, picketed outside the school after the suspension of a Grade 11 pupil over a racist rant.",0
9267,2017-06-07,Violence against civilians,Vigilante Militia (South Africa),,Ethnic militia,Civilians (South Africa),,Civilians,Communal militia versus civilians,South Africa,Valhalla Park,-33.953340000000004,18.57101,News24,A man was assaulted in an alleged mob violence incident in Valhalla Park.,0
9268,2017-06-07,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Durban,-29.8579,31.0292,Sunday Tribune (South Africa),"Dismissed Transnet Rehabilitation, Maintenance and Emergency (RME) and Transnet National Ports Authority employees have embarked on a protest action against the company in Durban demanding reinstatement and payment for the time that they had been out of their jobs.",0
9269,2017-06-08,Riots/Protests,Protesters (South Africa),EE: Equal Education,Protesters,,,NA,Sole protester action,South Africa,Bhisho,-32.84721,27.44218,News24,"Members of Equal Education (EE) held a picket outside the Eastern Cape legislature in Bhisho ""to draw the attention"" of government to the bad state of the schools in the province.",0
9270,2017-06-08,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Mdantsane,-32.94611,27.72792,Daily Dispatch (South Africa),Police had to hold an angry crowd of 300 residents at bay on the street outside a court in Mdanstane as the two suspects made their first court appearance. ,0
9271,2017-06-08,Riots/Protests,Rioters (South Africa),,Rioters,,,NA,Sole rioter action,South Africa,Motherwell,-33.804,25.58,The Herald (South Africa),Two people were seriously injured and 27 others escaped fairly unscathed after protesters lobbed stones and petrol bombs at a passing Algoa bus in Motherwell. ,0
9272,2017-06-08,Riots/Protests,Protesters (South Africa),DA: Democratic Alliance,Protesters,,,NA,Sole protester action,South Africa,Vanderbijlpark,-26.711709999999997,27.83795,The Star (South Africa),These were some of the jibes by DA supporters on Emfuleni mayor Simon Mofokeng during their protest at municipal offices.,0
9273,2017-06-10,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Tlhabane,-25.640279999999997,27.2175,Pretoria News (South Africa),Men were urged at a protest march in Rustenburg to protect women and children.,0
9274,2017-06-11,Violence against civilians,Vigilante Militia (South Africa),,Ethnic militia,Civilians (South Africa),,Civilians,Communal militia versus civilians,South Africa,Seshego,-23.84664,29.38802,News24,A suspected kidnapper is in hospital after a group attacked him after he allegedly tried to kidnap a child at Seshego Zone 1 on Sunday.,0
9275,2017-06-12,Riots/Protests,Rioters (South Africa),,Rioters,,,NA,Sole rioter action,South Africa,Cape Town,-33.92528,18.42389,GroundUp,"Commuters at Cape Towns central train station toyi-toyed, destroyed two cell phone shops, smashed glass, stoned a bus and burnt trains in frustration on Monday evening. In the afternoon trains across the city stopped running. ",0
9276,2017-06-12,Riots/Protests,Protesters (South Africa),SAMWU: South African Municipal Workers Union,Protesters,,,NA,Sole protester action,South Africa,Pretoria,-25.74486,28.187829999999998,Pretoria News (South Africa),The City of Tshwane does not have any relationship or employment contract with South African Municipal Workers' Union (Samwu) workers who staged a protest outside Tshwane House.,0
9277,2017-06-12,Riots/Protests,Rioters (South Africa),,Rioters,Police Forces of South Africa (1994-),,Government or mutinous force,Military versus rioters,South Africa,Roodepoort,-26.1625,27.8725,GroundUp,"Protesters blocked all entrances and exits out of Davidsonville, Roodepoort using burning tyres and rocks. Police fired tear gas and rubber bullets in an attempt to push protesters back into the township. ",0
9278,2017-06-13,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Durban,-29.8579,31.0292,GroundUp,Activists protested against the South African National AIDS Council (SANAC) at the opening of the South African AIDS Conference in Durban.,0
9279,2017-06-13,Riots/Protests,Rioters (South Africa),,Rioters,Police Forces of South Africa (1994-),,Government or mutinous force,Military versus rioters,South Africa,New Forest,-24.74512,31.11911,News24,"After begging for water for three years, residents of New Forest, outside Bushbuckridge, staged a protest. The Mhala police arrived at the protest, where some residents were burning tyres, and fired rubber bullets. ",0
9280,2017-06-13,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Port Elizabeth,-33.91799,25.57007,The Herald (South Africa),Protesting bakkie owners and parents have called on the government to provide alternative solutions to the bakkie transport system as they marched on City Hall in Port Elizabeth.,0
9281,2017-06-13,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Port Elizabeth,-33.91799,25.57007,GroundUp,"At City Hall, Port Elizabeth, dozens of members of Nelson Mandela Bay Transport Services (NMBTS) staged a protest.",0
9282,2017-06-14,Riots/Protests,Protesters (South Africa),SJC: Social Justice Coalition,Protesters,,,NA,Sole protester action,South Africa,Cape Town,-33.92528,18.42389,GroundUp,"Outside the Western Cape High Court, supporters from different organisations held up posters and sang struggle songs in support of the group",0
9283,2017-06-14,Riots/Protests,Rioters (South Africa),Taxi Drivers (South Africa),Rioters,,,NA,Sole rioter action,South Africa,Muizenberg,-34.09702,18.479689999999998,News24,Minibus taxis which used their taxis to set up road blocks near Muizenberg. They were said to be angry about unlicensed vehicles intruding on their route.,0
9284,2017-06-15,Riots/Protests,Protesters (South Africa),ANC: African National Congress,Protesters,,,NA,Sole protester action,South Africa,Cape Town,-33.92528,18.42389,News24,A small group of African National Congress caucus members and supporters picketed outside the Western Cape legislature to call for the removal of Helen Zille as premier.,0
9285,2017-06-15,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Durban,-29.8579,31.0292,GroundUp,Sex worker activists demonstrated during Deputy President Cyril Ramaphosas speech at the South African National AIDS Conference in Durban. Ramaphosa is chairperson of South African National AIDS Council (SANAC).,0
9286,2017-06-15,Riots/Protests,Rioters (South Africa),,Rioters,,,NA,Sole rioter action,South Africa,Koelenhof,-33.87446,18.81987,African News Agency,Another train carriage has been gutted in Cape Town (Koeburg) in an arson attack near Stellenbosch.,0
9287,2017-06-15,Riots/Protests,Protesters (South Africa),"NEHAWU: National Education, Health and Allied Workers Union",Protesters,,,NA,Sole protester action,South Africa,Mthatha,-31.588929999999998,28.78443,Daily Dispatch (South Africa),Traffic in the Mthatha CBD came to a standstill as hundreds of civil servants in red T-shirts (NEHAWU) marched to the regional offices of the department of roads and public works.,0
9288,2017-06-15,Riots/Protests,Rioters (South Africa),Taxi Drivers (South Africa),Rioters,Police Forces of South Africa (1994-),,Government or mutinous force,Military versus rioters,South Africa,Muizenberg,-34.09702,18.479689999999998,Daily Voice,At least 30 arrests were made as taxi operators shut down Prince George Drive (near Muizenberg) using their taxis as roadblocks for the second day to protest against illegal operators on their route.,0
9289,2017-06-15,Riots/Protests,Rioters (South Africa),Taxi Drivers (South Africa),Rioters,,,NA,Sole rioter action,South Africa,Pretoria,-25.74486,28.187829999999998,African News Agency,"Protesting taxi drivers went on a rampage, using their vehicles to block major highways. They also hijacked numerous heavy trucks, using them to block the roads.",0
9290,2017-06-16,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Khayelitsha,-34.039320000000004,18.67916,GroundUp,Backyarders marched to Lingelethu police station (Khayelitsha) to demand the arrested land occupiers be released and for the police to investigate the murder of Mthunzi Ras Zuma,0
9291,2017-06-16,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Ventersdorp,-26.316670000000002,26.816670000000002,African News Agency,"During Youth Day, a group of protesters chanted ""Zuma must fall"" as Zuma was starting his speech in Ventersdorp.",0
9292,2017-06-19,Riots/Protests,Protesters (South Africa),#FeesMustFall,Protesters,,,NA,Sole protester action,South Africa,Bellville,-33.9,18.633329999999997,GroundUp,A team made up of UWC students acting under the name of the #FeesMustFall (FMF) movement disrupted exams in both the morning and afternoon sessions in protest.,0
9293,2017-06-19,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Bhisho,-32.84721,27.44218,Daily Dispatch (South Africa),150 unemployed nurses have been sleeping outside the Eastern Cape health department offices (Bhisho) since Monday in protest.,0
9294,2017-06-19,Riots/Protests,Rioters (South Africa),,Rioters,Police Forces of South Africa (1994-),,Government or mutinous force,Military versus rioters,South Africa,Ga-Mothapo,-23.866670000000003,29.71667,News24,At least four houses were torched and shops were looted at Ga-Mothapo village east of Polokwane after a man was stabbed to death at a local tavern. Some of the some residents started throwing stones at the officers.,0
9295,2017-06-19,Riots/Protests,Rioters (South Africa),,Rioters,Police Forces of South Africa (1994-),,Government or mutinous force,Military versus rioters,South Africa,Imbali,-29.654529999999998,30.35063,News24,"A protest began in Imbali in Piteremaritzburg, with protesters gathering all kinds of material for the blockade. Police fired teargas and rubber bullets as they attempted disband the protesters,.",0
